Age,Gender,Education,Income,Joining_Designation,Grade,Total_Business_Value,Last_Quarterly_Rating,Quarterly_Rating_Increased,Target,Income_Increased,City_C1,City_C10,City_C11,City_C12,City_C13,City_C14,City_C15,City_C16,City_C17,City_C18,City_C19,City_C2,City_C20,City_C21,City_C22,City_C23,City_C24,City_C25,City_C26,City_C27,City_C28,City_C29,City_C3,City_C4,City_C5,City_C6,City_C7,City_C8,City_C9
30.0,0.0,0.0,24538.0,1.0,1.0,4413820.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,0.0,1.0,48483.0,1.0,1.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,0.0,11068.0,1.0,1.0,2903650.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33.0,0.0,1.0,18642.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
39.0,0.0,2.0,77177.0,1.0,2.0,3133680.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
39.0,0.0,1.0,56536.0,2.0,2.0,994340.0,2.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.0,1.0,1.0,81055.0,1.0,1.0,1418630.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30.0,0.0,1.0,65156.0,2.0,2.0,2318270.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41.0,1.0,1.0,64154.0,1.0,3.0,20702280.0,2.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34.0,1.0,1.0,80535.0,2.0,2.0,3630980.0,4.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
35.0,1.0,0.0,51725.0,2.0,2.0,6967160.0,3.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
28.0,0.0,1.0,53320.0,1.0,1.0,2264270.0,1.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,0.0,2.0,34461.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,1.0,1.0,20886.0,1.0,1.0,212640.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,0.0,0.0,97226.0,1.0,4.0,33697790.0,3.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,0.0,0.0,67162.0,2.0,2.0,0.0,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,0.0,0.0,36116.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
37.0,0.0,0.0,50436.0,3.0,3.0,5143840.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
35.0,1.0,0.0,39246.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41.0,0.0,0.0,70478.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,1.0,0.0,74265.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,2.0,53058.0,1.0,2.0,15626920.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,0.0,0.0,65507.0,2.0,2.0,0.0,1.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,2.0,81288.0,3.0,3.0,4732810.0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,1.0,0.0,75344.0,2.0,2.0,412310.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,1.0,1.0,99127.0,1.0,3.0,22800020.0,3.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,0.0,1.0,50609.0,2.0,2.0,8254930.0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
42.0,0.0,2.0,54922.0,2.0,2.0,6887200.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,1.0,0.0,67904.0,3.0,3.0,150700.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25.0,0.0,0.0,37888.0,1.0,1.0,242500.0,1.0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,1.0,1.0,41463.0,1.0,1.0,1282690.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,0.0,1.0,74620.0,2.0,2.0,2649220.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,0.0,2.0,25579.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
40.0,0.0,2.0,37664.0,1.0,1.0,18059400.0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
32.0,0.0,1.0,27328.0,1.0,2.0,5854230.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,0.0,2.0,70994.0,2.0,2.0,1476320.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
40.0,1.0,2.0,90200.0,1.0,2.0,19132220.0,2.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,0.0,2.0,39612.0,2.0,2.0,0.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.0,1.0,1.0,82179.0,2.0,2.0,-411250.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,0.0,0.0,41093.0,2.0,2.0,303910.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,1.0,1.0,77848.0,3.0,3.0,-134880.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,0.0,0.0,48369.0,2.0,2.0,1502540.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
55.0,0.0,1.0,76029.0,1.0,3.0,29036280.0,4.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37.0,1.0,0.0,18024.0,2.0,2.0,2921500.0,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,1.0,2.0,68209.0,3.0,3.0,948670.0,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,2.0,50434.0,2.0,2.0,5353970.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37.0,1.0,2.0,59274.0,1.0,1.0,3015730.0,2.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,0.0,2.0,82666.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
29.0,0.0,0.0,59662.0,1.0,3.0,33882080.0,4.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32.0,0.0,1.0,68070.0,3.0,3.0,300000.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34.0,1.0,2.0,108284.0,3.0,3.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46.0,0.0,0.0,101198.0,2.0,4.0,47124880.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,1.0,2.0,70339.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
36.0,1.0,2.0,22719.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,1.0,16581.0,1.0,1.0,341060.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,0.0,83215.0,3.0,3.0,1476940.0,2.0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,1.0,0.0,138520.0,3.0,3.0,13170380.0,4.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,0.0,1.0,70921.0,3.0,3.0,2498800.0,1.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,2.0,44630.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,1.0,0.0,92559.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31.0,0.0,1.0,130429.0,3.0,3.0,300000.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33.0,0.0,0.0,13743.0,1.0,1.0,333120.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,47102.0,2.0,2.0,3700850.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
25.0,0.0,0.0,19245.0,1.0,1.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31.0,0.0,1.0,57266.0,1.0,2.0,20976830.0,4.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.0,1.0,79652.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48.0,1.0,0.0,82691.0,1.0,3.0,35896130.0,4.0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,1.0,2.0,56060.0,2.0,2.0,742860.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33.0,0.0,0.0,103994.0,4.0,4.0,140880.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37.0,1.0,0.0,20523.0,1.0,1.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40.0,1.0,2.0,81975.0,1.0,3.0,25133230.0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31.0,1.0,2.0,36096.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,87954.0,2.0,3.0,7008490.0,4.0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.0,1.0,0.0,40342.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,0.0,0.0,12860.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28.0,1.0,2.0,85926.0,3.0,3.0,1613430.0,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,1.0,2.0,22947.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,1.0,60764.0,2.0,3.0,117320.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.4,0.0,0.0,28186.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,1.0,1.0,21043.0,1.0,1.0,3357730.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,0.0,2.0,36558.0,1.0,1.0,0.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49.0,1.0,0.0,56150.0,1.0,2.0,1995640.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
31.0,1.0,2.0,60967.0,2.0,2.0,5352210.0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35.0,0.0,1.0,73538.0,2.0,3.0,19356940.0,3.0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,0.0,2.0,70415.0,1.0,3.0,22457270.0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.0,0.0,2.0,62242.0,2.0,2.0,291000.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,0.0,0.0,45148.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
37.0,1.0,2.0,127380.0,2.0,4.0,5474330.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
32.0,1.0,1.0,79599.0,3.0,3.0,0.0,1.0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29.0,0.0,2.0,40688.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
47.0,0.0,2.0,42592.0,1.0,1.0,250000.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.0,2.0,70774.0,2.0,2.0,22155600.0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,0.0,2.0,81352.0,3.0,3.0,3050100.0,1.0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,0.0,1.0,49193.0,1.0,2.0,17132800.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,1.0,0.0,52753.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,54019.0,3.0,3.0,231840.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41.0,0.0,1.0,50801.0,1.0,1.0,13936770.0,2.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
31.0,0.0,2.0,119227.0,1.0,4.0,10213040.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,1.0,2.0,38569.0,1.0,1.0,4526790.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,0.0,2.0,107473.0,2.0,4.0,35460020.0,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
32.0,1.0,0.0,96956.0,3.0,3.0,2207980.0,2.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,2.0,30847.0,1.0,1.0,1221780.0,1.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47.0,0.0,0.0,49280.0,1.0,2.0,16350440.0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,0.0,2.0,24150.0,1.0,1.0,340560.0,1.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,1.0,1.0,81876.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
40.0,0.0,2.0,69098.0,2.0,2.0,8924290.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27.0,1.0,2.0,25458.0,1.0,1.0,1164500.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37.0,0.0,1.0,29962.0,1.0,1.0,5818480.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,0.0,0.0,33459.0,2.0,2.0,6570070.0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26.0,1.0,2.0,42405.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,1.0,1.0,122837.0,3.0,3.0,60153830.0,4.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,1.0,2.0,50158.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39.0,0.0,2.0,59112.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
25.0,0.0,2.0,60056.0,2.0,2.0,3958550.0,2.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26.0,1.0,0.0,28506.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33.0,1.0,1.0,55949.0,2.0,2.0,0.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30.0,1.0,0.0,59241.0,2.0,2.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38.0,0.0,0.0,25106.0,1.0,1.0,0.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
28.0,1.0,2.0,55315.0,1.0,2.0,1500210.0,1.0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,0.0,1.0,58626.0,3.0,3.0,502040.0,2.0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,1.0,1.0,92375.0,1.0,3.0,12796500.0,3.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,1.0,1.0,105931.0,3.0,3.0,1510890.0,1.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34.0,1.0,0.0,57671.0,1.0,3.0,4504880.0,2.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
